Financial Year,Room Type,Town,Latitude,Longitude,Remaining Lease,Distance From Nearest Hawker,Distance From Nearest Park,Distance To Nearest Mall,Distance To Nereast School,Hawker,School,Shopping Mall,Max Selling Price,Min Selling Price,Average Selling Price
1/1/2015,3,Sengkang,1.391694626,103.8954664,93,3.753311771,0.920316133,0.069869487,0.41173411,Market Street Food Centre,Compassvale Primary School,Compass One,330000,252000,291000
1/1/2015,4,Sengkang,1.391694626,103.8954664,93,3.753311771,0.920316133,0.069869487,0.41173411,Market Street Food Centre,Compassvale Primary School,Compass One,402000,320000,361000
1/1/2017,1,Sengkang,1.391694626,103.8954664,95,3.753311771,0.920316133,0.069869487,0.41173411,Market Street Food Centre,Compassvale Primary School,Compass One,139000,78000,108500
1/1/2017,2,Sengkang,1.391694626,103.8954664,95,3.753311771,0.920316133,0.069869487,0.41173411,Market Street Food Centre,Compassvale Primary School,Compass One,215000,159000,187000
1/1/2017,3,Sengkang,1.391694626,103.8954664,95,3.753311771,0.920316133,0.069869487,0.41173411,Market Street Food Centre,Compassvale Primary School,Compass One,331000,252000,291500
1/1/2017,4,Sengkang,1.391694626,103.8954664,95,3.753311771,0.920316133,0.069869487,0.41173411,Market Street Food Centre,Compassvale Primary School,Compass One,402000,317000,359500
1/1/2018,1,Sengkang,1.391694626,103.8954664,96,3.753311771,0.920316133,0.069869487,0.41173411,Market Street Food Centre,Compassvale Primary School,Compass One,151000,99000,125000
1/1/2018,2,Sengkang,1.391694626,103.8954664,96,3.753311771,0.920316133,0.069869487,0.41173411,Market Street Food Centre,Compassvale Primary School,Compass One,242000,187000,214500
1/1/2018,3,Sengkang,1.391694626,103.8954664,96,3.753311771,0.920316133,0.069869487,0.41173411,Market Street Food Centre,Compassvale Primary School,Compass One,353000,270000,311500
1/1/2018,4,Sengkang,1.391694626,103.8954664,96,3.753311771,0.920316133,0.069869487,0.41173411,Market Street Food Centre,Compassvale Primary School,Compass One,438000,362000,400000
1/1/2009,1,Choa Chu Kang,1.385361693,103.744367,87,4.683533576,0.615794086,0.102254274,0.513631828,Market Street Food Centre,South View Primary School,Lot One,104000,83000,93500
1/1/2009,2,Choa Chu Kang,1.385361693,103.744367,87,4.683533576,0.615794086,0.102254274,0.513631828,Market Street Food Centre,South View Primary School,Lot One,172000,128000,150000
1/1/2009,3,Choa Chu Kang,1.385361693,103.744367,87,4.683533576,0.615794086,0.102254274,0.513631828,Market Street Food Centre,South View Primary School,Lot One,275000,212000,243500
1/1/2011,2,Choa Chu Kang,1.385361693,103.744367,89,4.683533576,0.615794086,0.102254274,0.513631828,Market Street Food Centre,South View Primary School,Lot One,172000,146000,159000
1/1/2011,3,Choa Chu Kang,1.385361693,103.744367,89,4.683533576,0.615794086,0.102254274,0.513631828,Market Street Food Centre,South View Primary School,Lot One,284000,229000,256500
1/1/2011,4,Choa Chu Kang,1.385361693,103.744367,89,4.683533576,0.615794086,0.102254274,0.513631828,Market Street Food Centre,South View Primary School,Lot One,364000,295000,329500
1/1/2012,1,Choa Chu Kang,1.385361693,103.744367,90,4.683533576,0.615794086,0.102254274,0.513631828,Market Street Food Centre,South View Primary School,Lot One,121000,99000,110000
1/1/2012,2,Choa Chu Kang,1.385361693,103.744367,90,4.683533576,0.615794086,0.102254274,0.513631828,Market Street Food Centre,South View Primary School,Lot One,182000,138000,160000
1/1/2012,3,Choa Chu Kang,1.385361693,103.744367,90,4.683533576,0.615794086,0.102254274,0.513631828,Market Street Food Centre,South View Primary School,Lot One,309000,223000,266000
1/1/2012,4,Choa Chu Kang,1.385361693,103.744367,90,4.683533576,0.615794086,0.102254274,0.513631828,Market Street Food Centre,South View Primary School,Lot One,385000,284000,334500
1/1/2013,2,Choa Chu Kang,1.385361693,103.744367,91,4.683533576,0.615794086,0.102254274,0.513631828,Market Street Food Centre,South View Primary School,Lot One,172000,140000,156000
1/1/2013,3,Choa Chu Kang,1.385361693,103.744367,91,4.683533576,0.615794086,0.102254274,0.513631828,Market Street Food Centre,South View Primary School,Lot One,288000,240000,264000
1/1/2013,4,Choa Chu Kang,1.385361693,103.744367,91,4.683533576,0.615794086,0.102254274,0.513631828,Market Street Food Centre,South View Primary School,Lot One,372000,308000,340000
1/1/2017,1,Choa Chu Kang,1.385361693,103.744367,95,4.683533576,0.615794086,0.102254274,0.513631828,Market Street Food Centre,South View Primary School,Lot One,139000,89000,114000
1/1/2017,2,Choa Chu Kang,1.385361693,103.744367,95,4.683533576,0.615794086,0.102254274,0.513631828,Market Street Food Centre,South View Primary School,Lot One,211000,182000,196500
1/1/2017,3,Choa Chu Kang,1.385361693,103.744367,95,4.683533576,0.615794086,0.102254274,0.513631828,Market Street Food Centre,South View Primary School,Lot One,340000,250000,295000
1/1/2017,4,Choa Chu Kang,1.385361693,103.744367,95,4.683533576,0.615794086,0.102254274,0.513631828,Market Street Food Centre,South View Primary School,Lot One,0,0,0
1/1/2011,1,Sembawang,1.449050821,103.8200504,89,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,116000,92000,104000
1/1/2011,2,Sembawang,1.449050821,103.8200504,89,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,191000,158000,174500
1/1/2011,3,Sembawang,1.449050821,103.8200504,89,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,310000,255000,282500
1/1/2013,1,Sembawang,1.449050821,103.8200504,91,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,109000,70000,89500
1/1/2013,2,Sembawang,1.449050821,103.8200504,91,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,177000,138000,157500
1/1/2013,3,Sembawang,1.449050821,103.8200504,91,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,304000,225000,264500
1/1/2013,4,Sembawang,1.449050821,103.8200504,91,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,381000,313000,347000
1/1/2014,1,Sembawang,1.449050821,103.8200504,92,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,119000,73000,96000
1/1/2014,2,Sembawang,1.449050821,103.8200504,92,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,185000,148000,166500
1/1/2014,3,Sembawang,1.449050821,103.8200504,92,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,301000,236000,268500
1/1/2014,4,Sembawang,1.449050821,103.8200504,92,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,0,0,0
1/1/2015,1,Sembawang,1.449050821,103.8200504,93,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,123000,75000,99000
1/1/2015,2,Sembawang,1.449050821,103.8200504,93,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,188000,152000,170000
1/1/2015,3,Sembawang,1.449050821,103.8200504,93,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,302000,238000,270000
1/1/2015,4,Sembawang,1.449050821,103.8200504,93,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,0,0,0
1/1/2016,1,Sembawang,1.449050821,103.8200504,94,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,116000,74000,95000
1/1/2016,2,Sembawang,1.449050821,103.8200504,94,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,181000,151000,166000
1/1/2016,3,Sembawang,1.449050821,103.8200504,94,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,300000,235000,267500
1/1/2016,4,Sembawang,1.449050821,103.8200504,94,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,392000,311000,351500
1/1/2018,1,Sembawang,1.449050821,103.8200504,96,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,0,0,0
1/1/2018,2,Sembawang,1.449050821,103.8200504,96,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,204000,165000,184500
1/1/2018,3,Sembawang,1.449050821,103.8200504,96,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,304000,251000,277500
1/1/2018,4,Sembawang,1.449050821,103.8200504,96,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,391000,327000,359000
1/1/2019,1,Sembawang,1.449050821,103.8200504,97,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,141000,89000,115000
1/1/2019,2,Sembawang,1.449050821,103.8200504,97,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,210000,177000,193500
1/1/2019,3,Sembawang,1.449050821,103.8200504,97,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,320000,272000,296000
1/1/2019,4,Sembawang,1.449050821,103.8200504,97,2.106358607,1.064926568,0.112220968,0.406761116,Chong Pang Market & Food Centre,Wellington Primary School,Sun Plaza,406000,350000,378000
1/1/2011,2,Yishun,1.429443081,103.8350045,89,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,193000,156000,174500
1/1/2011,3,Yishun,1.429443081,103.8350045,89,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,296000,234000,265000
1/1/2011,4,Yishun,1.429443081,103.8350045,89,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,381000,277000,329000
1/1/2012,2,Yishun,1.429443081,103.8350045,90,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,197000,170000,183500
1/1/2012,3,Yishun,1.429443081,103.8350045,90,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,320000,264000,292000
1/1/2012,4,Yishun,1.429443081,103.8350045,90,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,388000,331000,359500
1/1/2013,1,Yishun,1.429443081,103.8350045,91,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,118000,75000,96500
1/1/2013,2,Yishun,1.429443081,103.8350045,91,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,234000,150000,192000
1/1/2013,3,Yishun,1.429443081,103.8350045,91,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,320000,252000,286000
1/1/2013,4,Yishun,1.429443081,103.8350045,91,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,393000,316000,354500
1/1/2014,1,Yishun,1.429443081,103.8350045,92,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,123000,73000,98000
1/1/2014,2,Yishun,1.429443081,103.8350045,92,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,177000,149000,163000
1/1/2014,3,Yishun,1.429443081,103.8350045,92,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,318000,240000,279000
1/1/2014,4,Yishun,1.429443081,103.8350045,92,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,409000,339000,374000
1/1/2016,1,Yishun,1.429443081,103.8350045,94,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,123000,79000,101000
1/1/2016,2,Yishun,1.429443081,103.8350045,94,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,190000,156000,173000
1/1/2016,3,Yishun,1.429443081,103.8350045,94,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,297000,251000,274000
1/1/2016,4,Yishun,1.429443081,103.8350045,94,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,0,0,0
1/1/2017,1,Yishun,1.429443081,103.8350045,95,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,113000,77000,95000
1/1/2017,2,Yishun,1.429443081,103.8350045,95,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,177000,157000,167000
1/1/2017,3,Yishun,1.429443081,103.8350045,95,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,291000,251000,271000
1/1/2017,4,Yishun,1.429443081,103.8350045,95,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,378000,331000,354500
1/1/2018,1,Yishun,1.429443081,103.8350045,96,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,132000,75000,103500
1/1/2018,2,Yishun,1.429443081,103.8350045,96,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,216000,170000,193000
1/1/2018,3,Yishun,1.429443081,103.8350045,96,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,317000,248000,282500
1/1/2018,4,Yishun,1.429443081,103.8350045,96,0.768135451,0.538985756,0.188388565,0.461197197,Chong Pang Market & Food Centre,Yishun Primary School,Northpoint City,405000,334000,369500
1/1/2014,1,Bukit Batok,1.349034109,103.74959,92,1.441874513,1.169540666,0.142506978,0.560982659,Market Street Food Centre,Bukit View Primary School,West Mall,142000,80000,111000
1/1/2014,2,Bukit Batok,1.349034109,103.74959,92,1.441874513,1.169540666,0.142506978,0.560982659,Market Street Food Centre,Bukit View Primary School,West Mall,211000,160000,185500
1/1/2014,3,Bukit Batok,1.349034109,103.74959,92,1.441874513,1.169540666,0.142506978,0.560982659,Market Street Food Centre,Bukit View Primary School,West Mall,344000,259000,301500
1/1/2014,4,Bukit Batok,1.349034109,103.74959,92,1.441874513,1.169540666,0.142506978,0.560982659,Market Street Food Centre,Bukit View Primary School,West Mall,457000,350000,403500
1/1/2015,1,Bukit Batok,1.349034109,103.74959,93,1.441874513,1.169540666,0.142506978,0.560982659,Market Street Food Centre,Bukit View Primary School,West Mall,134000,84000,109000
1/1/2015,2,Bukit Batok,1.349034109,103.74959,93,1.441874513,1.169540666,0.142506978,0.560982659,Market Street Food Centre,Bukit View Primary School,West Mall,202000,161000,181500
1/1/2015,3,Bukit Batok,1.349034109,103.74959,93,1.441874513,1.169540666,0.142506978,0.560982659,Market Street Food Centre,Bukit View Primary School,West Mall,325000,266000,295500
1/1/2015,4,Bukit Batok,1.349034109,103.74959,93,1.441874513,1.169540666,0.142506978,0.560982659,Market Street Food Centre,Bukit View Primary School,West Mall,424000,367000,395500
1/1/2017,1,Bukit Batok,1.349034109,103.74959,95,1.441874513,1.169540666,0.142506978,0.560982659,Market Street Food Centre,Bukit View Primary School,West Mall,164000,87000,125500
1/1/2017,2,Bukit Batok,1.349034109,103.74959,95,1.441874513,1.169540666,0.142506978,0.560982659,Market Street Food Centre,Bukit View Primary School,West Mall,246000,171000,208500
1/1/2017,3,Bukit Batok,1.349034109,103.74959,95,1.441874513,1.169540666,0.142506978,0.560982659,Market Street Food Centre,Bukit View Primary School,West Mall,321000,265000,293000
1/1/2017,4,Bukit Batok,1.349034109,103.74959,95,1.441874513,1.169540666,0.142506978,0.560982659,Market Street Food Centre,Bukit View Primary School,West Mall,418000,353000,385500
